sys_name	syn	std_name
YBR274W	YBR274W	CHK1
YBR275C	RIF1	RIF1
YBR275C	YBR275C	RIF1
YBR276C	PPS1	PPS1
YBR276C	YBR276C	PPS1
YBR277C	YBR277C	NA
YBR278W	DPB3	DPB3
YBR278W	YBR278W	DPB3
YBR279W	PAF1	PAF1
YBR279W	YBR279W	PAF1
YBR280C	SAF1	SAF1
YBR280C	YBR280C	SAF1
YBR281C	DUG2	DUG2
YBR281C	YBR281C	DUG2
YBR282W	MRPL27	MRPL27
YBR282W	YBR282W	MRPL27
YBR283C	SSH1	SSH1
YBR283C	YBR283C	SSH1
YBR284W	YBR284W	NA
YBR285W	YBR285W	NA
YBR286W	APE3	APE3
YBR286W	YBR286W	APE3
YBR287W	YBR287W	NA
YBR288C	APM3	APM3
YBR288C	YBR288C	APM3
YBR289W	SNF5	SNF5
YBR289W	YBR289W	SNF5
YBR290W	BSD2	BSD2
YBR290W	YBR290W	BSD2
YBR291C	CTP1	CTP1
YBR291C	YBR291C	CTP1
YBR292C	YBR292C	NA
YBR293W	VBA2	VBA2
YBR293W	YBR293W	VBA2
YBR294W	SUL1	SUL1
YBR294W	YBR294W	SUL1
YBR295W	PCA1	PCA1
YBR295W	YBR295W	PCA1
YBR296C	PHO89	PHO89
YBR296C	YBR296C	PHO89
YBR297W	MAL33	MAL33
YBR297W	YBR297W	MAL33
YBR298C	MAL31	MAL31
YBR298C	YBR298C	MAL31
YBR299W	MAL32	MAL32
YBR299W	YBR299W	MAL32
YBR300C	YBR300C	NA
YBR301W	PAU24	PAU24
YBR301W	YBR301W	PAU24
YBR302C	COS2	COS2
YCL001W	RER1	RER1
YCL001W	YCL001W	RER1
YCL002C	YCL002C	NA
YCL003W	YCL003W	NA
YCL004W	PGS1	PGS1
YCL004W	YCL004W	PGS1
YCL005W	LDB16	LDB16
YCL005W	YCL005W	LDB16
YCL006C	YCL006C	NA
YCL007C	YCL007C	NA
YCL008C	STP22	STP22
YCL008C	YCL008C	STP22
YCL009C	ILV6	ILV6
YCL009C	YCL009C	ILV6
YCL010C	SGF29	SGF29
YCL010C	YCL010C	SGF29
YCL011C	GBP2	GBP2
YCL011C	YCL011C	GBP2
YCL012W	YCL012W	NA
YCL013W	YCL013W	NA
YCL014W	BUD3	BUD3
YCL014W	YCL014W	BUD3
YCL016C	DCC1	DCC1
YCL016C	YCL016C	DCC1
YCL017C	NFS1	NFS1
YCL017C	YCL017C	NFS1
YCL018W	LEU2	LEU2
YCL022C	YCL022C	NA
YCL023C	YCL023C	NA
YCL024W	KCC4	KCC4
YCL024W	YCL024W	KCC4
YCL025C	AGP1	AGP1
YCL025C	YCL025C	AGP1
YCL026C	YCL026C	NA
YCL027W	FUS1	FUS1
YCL027W	YCL027W	FUS1
YCL028W	RNQ1	RNQ1
YCL028W	YCL028W	RNQ1
YCL029C	BIK1	BIK1
YCL029C	YCL029C	BIK1
YCL030C	HIS4	HIS4
YCL030C	YCL030C	HIS4
YCL031C	RRP7	RRP7
YCL031C	YCL031C	RRP7
YCL032W	STE50	STE50
YCL032W	YCL032W	STE50
YCL033C	MXR2	MXR2
YCL033C	YCL033C	MXR2
YCL034W	LSB5	LSB5
YCL034W	YCL034W	LSB5
YCL035C	GRX1	GRX1
YCL035C	YCL035C	GRX1
YCL036W	GFD2	GFD2
YCL036W	YCL036W	GFD2
YCL037C	SRO9	SRO9
YCL037C	YCL037C	SRO9
YCL038C	ATG22	ATG22
YCL038C	YCL038C	ATG22
YCL039W	GID7	GID7
YCL039W	YCL039W	GID7
YCL040W	GLK1	GLK1
YCL040W	YCL040W	GLK1
YCL041C	YCL041C	NA
YCL042W	YCL042W	NA
YCL043C	PDI1	PDI1
YCL043C	YCL043C	PDI1
YCL044C	MGR1	MGR1
YCL044C	YCL044C	MGR1
YCL045C	EMC1	EMC1
YCL045C	YCL045C	EMC1
YCL046W	YCL046W	NA
YCL047C	POF1	POF1
YCL047C	YCL047C	POF1
YCL048W	SPS22	SPS22
YCL048W	YCL048W	SPS22
YCL049C	YCL049C	NA
YCL050C	APA1	APA1
YCL050C	YCL050C	APA1
YCL051W	LRE1	LRE1
YCL051W	YCL051W	LRE1
YCL052C	PBN1	PBN1
YCL052C	YCL052C	PBN1
YCL053C	YCL053C	NA
YCL054W	SPB1	SPB1
YCL054W	YCL054W	SPB1
YCL055W	KAR4	KAR4
YCL055W	YCL055W	KAR4
YCL056C	PEX34	PEX34
YCL056C	YCL056C	PEX34
YCL057W	PRD1	PRD1
YCL057W	YCL057W	PRD1
YCL058C	FYV5	FYV5
YCL058C	YCL058C	FYV5
YCL059C	KRR1	KRR1
YCL059C	YCL059C	KRR1
YCL060C	YCL060C	NA
YCL061C	MRC1	MRC1
YCL061C	YCL061C	MRC1
YCL062W	YCL062W	NA
YCL063W	VAC17	VAC17
YCL063W	YCL063W	VAC17
YCL064C	CHA1	CHA1
YCL064C	YCL064C	CHA1
YCL066W	HMLALPHA1	HMLALPHA1
YCL067C	HMLALPHA2	HMLALPHA2
YCL069W	VBA3	VBA3
YCL069W	YCL069W	VBA3
YCL073C	GEX1	GEX1
YCL074W	YCL074W	NA
YCL075W	YCL075W	NA
YCL076W	YCL076W	NA
YCL026C-A	FRM2	FRM2
YCL026C-A	YCL026C-A	FRM2
YCR001W	YCR001W	NA
YCR002C	CDC10	CDC10
YCR002C	YCR002C	CDC10
YCR003W	MRPL32	MRPL32
YCR003W	YCR003W	MRPL32
YCR004C	YCP4	YCP4
YCR004C	YCR004C	YCP4
YCR005C	CIT2	CIT2
YCR005C	YCR005C	CIT2
YCR006C	YCR006C	NA
YCR007C	YCR007C	DFP3
YCR008W	SAT4	SAT4
YCR008W	YCR008W	SAT4
YCR009C	RVS161	RVS161
YCR009C	YCR009C	RVS161
YCR010C	ADY2	ADY2
YCR010C	YCR010C	ADY2
YCR011C	ADP1	ADP1
YCR011C	YCR011C	ADP1
YCR012W	PGK1	PGK1
YCR012W	YCR012W	PGK1
YCR013C	YCR013C	NA
YCR014C	POL4	POL4
YCR014C	YCR014C	POL4
YCR015C	CTO1	CTO1
YCR015C	YCR015C	CTO1
YCR016W	YCR016W	NA
YCR017C	CWH43	CWH43
YCR017C	YCR017C	CWH43
YCR018C	SRD1	SRD1
YCR019W	MAK32	MAK32
YCR019W	YCR019W	MAK32
YCR020C	PET18	PET18
YCR020C	YCR020C	PET18
YCR020C-A	MAK31	MAK31
YCR020C-A	YCR020C-A	MAK31
YCR021C	HSP30	HSP30
YCR021C	YCR021C	HSP30
YCR022C	YCR022C	NA
YCR023C	YCR023C	NA
YCR024C	SLM5	SLM5
YCR024C	YCR024C	SLM5
YCR024C-A	PMP1	PMP1
YCR024C-A	YCR024C-A	PMP1
YCR025C	YCR025C	NA
YCR026C	NPP1	NPP1
YCR026C	YCR026C	NPP1
YCR027C	RHB1	RHB1
YCR027C	YCR027C	RHB1
YCR028C	FEN2	FEN2
YCR028C	YCR028C	FEN2
YCR030C	SYP1	SYP1
YCR030C	YCR030C	SYP1
YCR031C	RPS14A	RPS14A
YCR031C	YCR031C	RPS14A
YCR032W	BPH1	BPH1
YCR032W	YCR032W	BPH1
YCR033W	SNT1	SNT1
YCR033W	YCR033W	SNT1
YCR034W	ELO2	ELO2
YCR034W	YCR034W	ELO2
YCR035C	RRP43	RRP43
YCR035C	YCR035C	RRP43
YCR036W	RBK1	RBK1
YCR036W	YCR036W	RBK1
YCR037C	PHO87	PHO87
YCR037C	YCR037C	PHO87
YCR038C	BUD5	BUD5
YCR039C	MATALPHA2	MATALPHA2
YCR040W	MATALPHA1	MATALPHA1
YCR042C	TAF2	TAF2
YCR043C	YCR043C	NA
YCR044C	PER1	PER1
YCR044C	YCR044C	PER1
YCR045C	RRT12	RRT12
YCR045C	YCR045C	RRT12
YCR046C	IMG1	IMG1
YCR046C	YCR046C	IMG1
YCR047C	BUD23	BUD23
YCR047C	YCR047C	BUD23
YCR048W	ARE1	ARE1
YCR048W	YCR048W	ARE1
YCR049C	YCR049C	NA
YCR050C	YCR050C	NA
YCR051W	YCR051W	NA
YCR052W	RSC6	RSC6
YCR052W	YCR052W	RSC6
YCR053W	THR4	THR4
YCR053W	YCR053W	THR4
YCR054C	CTR86	CTR86
YCR054C	YCR054C	CTR86
YCR057C	PWP2	PWP2
YCR057C	YCR057C	PWP2
YCR059C	YCR059C	YIH1
YCR059C	YIH1	YIH1
YCR060W	TAH1	TAH1
YCR060W	YCR060W	TAH1
YCR061W	TVS1	TVS1
YCR061W	YCR061W	TVS1
YCR062W	YCR062W	NA
YCR063W	BUD31	BUD31
YCR063W	YCR063W	BUD31
YCR064C	YCR064C	NA
YCR065W	HCM1	HCM1
YCR065W	YCR065W	HCM1
YCR066W	RAD18	RAD18
YCR066W	YCR066W	RAD18
YCR067C	SED4	SED4
YCR067C	YCR067C	SED4
YCR068W	ATG15	ATG15
YCR068W	YCR068W	ATG15
YCR069W	CPR4	CPR4
YCR069W	YCR069W	CPR4
YCR071C	IMG2	IMG2
YCR071C	YCR071C	IMG2
YCR072C	RSA4	RSA4
YCR072C	YCR072C	RSA4
YCR073C	SSK22	SSK22
YCR073C	YCR073C	SSK22
YCR075C	ERS1	ERS1
YCR075C	YCR075C	ERS1
YCR076C	FUB1	FUB1
YCR076C	YCR076C	FUB1
YCR077C	PAT1	PAT1
YCR077C	YCR077C	PAT1
YCR081W	SRB8	SRB8
YCR081W	YCR081W	SRB8
YCR082W	AHC2	AHC2
YCR082W	YCR082W	AHC2
YCR083W	TRX3	TRX3
YCR083W	YCR083W	TRX3
YCR084C	TUP1	TUP1
YCR084C	YCR084C	TUP1
YCR085W	YCR085W	NA
YCR086W	CSM1	CSM1
YCR086W	YCR086W	CSM1
YCR087W	YCR087W	NA
YCR088W	ABP1	ABP1
YCR088W	YCR088W	ABP1
YCR089W	FIG2	FIG2
YCR089W	YCR089W	FIG2
YCR090C	YCR090C	NA
YCR091W	KIN82	KIN82
YCR091W	YCR091W	KIN82
YCR092C	MSH3	MSH3
YCR092C	YCR092C	MSH3
YCR093W	CDC39	CDC39
YCR093W	YCR093W	CDC39
YCR094W	CDC50	CDC50
YCR094W	YCR094W	CDC50
YCR095C	OCA4	OCA4
YCR095C	YCR095C	OCA4
YCR096C	HMRA2	HMRA2
YCR097W	HMRA1	HMRA1
YCR098C	GIT1	GIT1
YCR098C	YCR098C	GIT1
YCR099C	YCR099C	NA
YCR100C	EMA35	EMA35
YCR100C	YCR100C	EMA35
YCR101C	YCR101C	NA
YCR102C	YCR102C	NA
YCR104W	PAU3	PAU3
YCR105W	ADH7	ADH7
YCR105W	YCR105W	ADH7
YCR106W	RDS1	RDS1
YCR106W	YCR106W	RDS1
YCR107W	AAD3	AAD3
YCR107W	YCR107W	AAD3
YCR073W-A	SOL2	SOL2
YCR073W-A	YCR073W-A	SOL2
YEL001C	IRC22	IRC22
YEL001C	YEL001C	IRC22
YEL002C	WBP1	WBP1
YEL002C	YEL002C	WBP1
YEL003W	GIM4	GIM4
YEL003W	YEL003W	GIM4
YEL004W	YEA4	YEA4
YEL004W	YEL004W	YEA4
YEL005C	VAB2	VAB2
YEL005C	YEL005C	VAB2
YEL006W	YEA6	YEA6
YEL006W	YEL006W	YEA6
YEL007W	MIT1	MIT1
YEL007W	YEL007W	MIT1
YEL008W	YEL008W	NA
YEL009C	GCN4	GCN4
YEL009C	YEL009C	GCN4
YEL010W	YEL010W	NA
YEL011W	GLC3	GLC3
YEL011W	YEL011W	GLC3
YEL012W	UBC8	UBC8
YEL012W	YEL012W	UBC8
YEL013W	VAC8	VAC8
YEL013W	YEL013W	VAC8
YEL014C	YEL014C	NA
YEL015W	EDC3	EDC3
YEL015W	YEL015W	EDC3
YEL016C	NPP2	NPP2
YEL016C	YEL016C	NPP2
YEL017W	GTT3	GTT3
YEL017W	YEL017W	GTT3
YEL018W	EAF5	EAF5
YEL018W	YEL018W	EAF5
YEL019C	MMS21	MMS21
YEL019C	YEL019C	MMS21
YEL020C	PXP1	PXP1
YEL020C	YEL020C	PXP1
YEL021W	URA3	URA3
YEL022W	GEA2	GEA2
YEL022W	YEL022W	GEA2
YEL023C	YEL023C	NA
YEL024W	RIP1	RIP1
YEL024W	YEL024W	RIP1
YEL025C	YEL025C	NA
YEL026W	SNU13	SNU13
YEL026W	YEL026W	SNU13
YEL027W	VMA3	VMA3
YEL027W	YEL027W	VMA3
YEL028W	YEL028W	NA
YEL029C	BUD16	BUD16
YEL029C	YEL029C	BUD16
YEL030W	ECM10	ECM10
YEL030W	YEL030W	ECM10
YEL031W	SPF1	SPF1
YEL031W	YEL031W	SPF1
YEL032W	MCM3	MCM3
YEL032W	YEL032W	MCM3
YEL033W	MTC7	MTC7
YEL033W	YEL033W	MTC7
YEL034W	HYP2	HYP2
YEL034W	YEL034W	HYP2
YEL035C	UTR5	UTR5
YEL035C	YEL035C	UTR5
YEL036C	ANP1	ANP1
YEL036C	YEL036C	ANP1
YEL037C	RAD23	RAD23
YEL037C	YEL037C	RAD23
YEL038W	UTR4	UTR4
YEL038W	YEL038W	UTR4
YEL039C	CYC7	CYC7
YEL039C	YEL039C	CYC7
YEL040W	UTR2	UTR2
YEL040W	YEL040W	UTR2
YEL041W	YEF1	YEF1
YEL041W	YEL041W	YEF1
YEL042W	GDA1	GDA1
YEL042W	YEL042W	GDA1
YEL043W	GTA1	GTA1
YEL043W	YEL043W	GTA1
YEL044W	IES6	IES6
YEL044W	YEL044W	IES6
YEL045C	YEL045C	NA
YEL046C	GLY1	GLY1
YEL046C	YEL046C	GLY1
YEL047C	FRD1	FRD1
YEL047C	YEL047C	FRD1
YEL048C	TCA17	TCA17
YEL048C	YEL048C	TCA17
YEL049W	PAU2	PAU2
YEL049W	YEL049W	PAU2
YEL050C	RML2	RML2
YEL050C	YEL050C	RML2
YEL051W	VMA8	VMA8
YEL051W	YEL051W	VMA8
YEL052W	AFG1	AFG1
YEL052W	YEL052W	AFG1
YEL053C	MAK10	MAK10
YEL053C	YEL053C	MAK10
YEL054C	RPL12A	RPL12A
YEL054C	YEL054C	RPL12A
YEL055C	POL5	POL5
YEL055C	YEL055C	POL5
YEL056W	HAT2	HAT2
YEL056W	YEL056W	HAT2
YEL057C	SDD1	SDD1
YEL057C	YEL057C	SDD1
YEL058W	PCM1	PCM1
YEL058W	YEL058W	PCM1
YEL059W	HHY1	HHY1
YEL059W	YEL059W	HHY1
YEL060C	PRB1	PRB1
YEL060C	YEL060C	PRB1
YEL061C	CIN8	CIN8
YEL061C	YEL061C	CIN8
YEL062W	NPR2	NPR2
YEL062W	YEL062W	NPR2
YEL063C	CAN1	CAN1
YEL063C	YEL063C	CAN1
YEL064C	AVT2	AVT2
YEL064C	YEL064C	AVT2
YEL065W	SIT1	SIT1
YEL065W	YEL065W	SIT1
YEL066W	HPA3	HPA3
YEL066W	YEL066W	HPA3
YEL067C	YEL067C	NA
YEL068C	YEL068C	NA
YEL069C	HXT13	HXT13
YEL070W	DSF1	DSF1
YEL071W	DLD3	DLD3
YEL071W	YEL071W	DLD3
YEL072W	RMD6	RMD6
YEL072W	YEL072W	RMD6
YER001W	MNN1	MNN1
YER001W	YER001W	MNN1
YER002W	NOP16	NOP16
YER002W	YER002W	NOP16
YER003C	PMI40	PMI40
YER003C	YER003C	PMI40
YER004W	FMP52	FMP52
YER004W	YER004W	FMP52
YER005W	YER005W	YND1
YER005W	YND1	YND1
YER006W	NUG1	NUG1
YER006W	YER006W	NUG1
YER007W	PAC2	PAC2
YER007W	YER007W	PAC2
YER008C	SEC3	SEC3
YER008C	YER008C	SEC3
YER009W	NTF2	NTF2
YER009W	YER009W	NTF2
YER010C	YER010C	NA
YER011W	TIR1	TIR1
YER011W	YER011W	TIR1
YER012W	PRE1	PRE1
YER012W	YER012W	PRE1
YER013W	PRP22	PRP22
YER013W	YER013W	PRP22
YER014W	HEM14	HEM14
YER014W	YER014W	HEM14
YER015W	FAA2	FAA2
YER015W	YER015W	FAA2
YER016W	BIM1	BIM1
YER016W	YER016W	BIM1
YER017C	AFG3	AFG3
YER017C	YER017C	AFG3
YER018C	SPC25	SPC25
YER018C	YER018C	SPC25
YER019W	ISC1	ISC1
YER019W	YER019W	ISC1
YER020W	GPA2	GPA2
YER020W	YER020W	GPA2
YER021W	RPN3	RPN3
YER021W	YER021W	RPN3
YER022W	SRB4	SRB4
YER022W	YER022W	SRB4
YER023W	PRO3	PRO3
YER023W	YER023W	PRO3
YER024W	YAT2	YAT2
YER024W	YER024W	YAT2
YER025W	GCD11	GCD11
YER025W	YER025W	GCD11
YER026C	CHO1	CHO1
YER026C	YER026C	CHO1
YER027C	GAL83	GAL83
YER027C	YER027C	GAL83
YER028C	MIG3	MIG3
YER028C	YER028C	MIG3
YER029C	SMB1	SMB1
YER029C	YER029C	SMB1
YER030W	CHZ1	CHZ1
YER030W	YER030W	CHZ1
YER031C	YER031C	YPT31
YER031C	YPT31	YPT31
YER032W	FIR1	FIR1
YER032W	YER032W	FIR1
YER033C	YER033C	ZRG8
YER033C	ZRG8	ZRG8
YER034W	YER034W	NA
YER035W	EDC2	EDC2
YER035W	YER035W	EDC2
YER036C	ARB1	ARB1
YER036C	YER036C	ARB1
YER037W	PHM8	PHM8
YER037W	YER037W	PHM8
YER038C	KRE29	KRE29
YER038C	YER038C	KRE29
YER039C	HVG1	HVG1
YER039C	YER039C	HVG1
YER040W	GLN3	GLN3
YER040W	YER040W	GLN3
YER041W	YEN1	YEN1
YER041W	YER041W	YEN1
YER042W	MXR1	MXR1
YER042W	YER042W	MXR1
YER043C	SAH1	SAH1
YER043C	YER043C	SAH1
YER044C	ERG28	ERG28
YER044C	YER044C	ERG28
YER045C	ACA1	ACA1
YER045C	YER045C	ACA1
YER046W	SPO73	SPO73
YER046W	YER046W	SPO73
YER047C	SAP1	SAP1
YER047C	YER047C	SAP1
YER048C	CAJ1	CAJ1
YER048C	YER048C	CAJ1
YER049W	TPA1	TPA1
YER049W	YER049W	TPA1
YER050C	RSM18	RSM18
YER050C	YER050C	RSM18
YER051W	JHD1	JHD1
YER051W	YER051W	JHD1
YER052C	HOM3	HOM3
YER052C	YER052C	HOM3
YER053C	PIC2	PIC2
YER053C	YER053C	PIC2
YER054C	GIP2	GIP2
YER054C	YER054C	GIP2
YER055C	HIS1	HIS1
YER055C	YER055C	HIS1
YER056C	FCY2	FCY2
YER056C	YER056C	FCY2
YER057C	HMF1	HMF1
YER057C	YER057C	HMF1
YER058W	PET117	PET117
YER058W	YER058W	PET117
YER059W	PCL6	PCL6
YER059W	YER059W	PCL6
YER060W	FCY21	FCY21
YER060W	YER060W	FCY21
YER061C	CEM1	CEM1
YER061C	YER061C	CEM1
YER062C	GPP2	GPP2
YER062C	YER062C	GPP2
YER063W	THO1	THO1
YER063W	YER063W	THO1
YER064C	VHR2	VHR2
YER064C	YER064C	VHR2
YER065C	ICL1	ICL1
YER065C	YER065C	ICL1
YER066W	RRT13	RRT13
YER066W	YER066W	RRT13
YER067W	RGI1	RGI1
YER067W	YER067W	RGI1
YER068W	MOT2	MOT2
YER068W	YER068W	MOT2
YER069W	ARG56	ARG56
YER069W	YER069W	ARG56
YER070W	RNR1	RNR1
YER070W	YER070W	RNR1
YER071C	TDA2	TDA2
YER071C	YER071C	TDA2
YER072W	VTC1	VTC1
YER072W	YER072W	VTC1
YER073W	ALD5	ALD5
YER073W	YER073W	ALD5
YER074W	RPS24A	RPS24A
YER074W	YER074W	RPS24A
YER075C	PTP3	PTP3
YER075C	YER075C	PTP3
YER076C	YER076C	NA
YER077C	MRX1	MRX1
YER077C	YER077C	MRX1
YER078C	ICP55	ICP55
YER078C	YER078C	ICP55
YER079W	YER079W	NA
YER080W	AIM9	AIM9
YER080W	YER080W	AIM9
YER081W	SER3	SER3
YER081W	YER081W	SER3
YER082C	UTP7	UTP7
YER082C	YER082C	UTP7
YER083C	GET2	GET2
YER083C	YER083C	GET2
YER084W	YER084W	NA
YER085C	YER085C	NA
YER086W	ILV1	ILV1
YER086W	YER086W	ILV1
YER087W	AIM10	AIM10
YER087W	YER087W	AIM10
YER088C	DOT6	DOT6
YER088C	YER088C	DOT6
YER089C	PTC2	PTC2
YER089C	YER089C	PTC2
YER090W	TRP2	TRP2
YER090W	YER090W	TRP2
YER091C	MET6	MET6
YER091C	YER091C	MET6
YER092W	IES5	IES5
YER092W	YER092W	IES5
YER093C	TSC11	TSC11
YER093C	YER093C	TSC11
YER094C	PUP3	PUP3
YER094C	YER094C	PUP3
YER095W	RAD51	RAD51
YER095W	YER095W	RAD51
YER096W	SHC1	SHC1
YER096W	YER096W	SHC1
YER097W	YER097W	NA
YER098W	UBP9	UBP9
YER098W	YER098W	UBP9
YER099C	PRS2	PRS2
YER099C	YER099C	PRS2
YER100W	UBC6	UBC6
YER101C	AST2	AST2
YER101C	YER101C	AST2
YER102W	RPS8B	RPS8B
YER103W	SSA4	SSA4
YER103W	YER103W	SSA4
YER104W	RTT105	RTT105
YER104W	YER104W	RTT105
YER105C	NUP157	NUP157
YER105C	YER105C	NUP157
YER106W	MAM1	MAM1
YER106W	YER106W	MAM1
YER107C	GLE2	GLE2
YER107C	YER107C	GLE2
YER109C	YER109C	FLO8
YER110C	KAP123	KAP123
YER110C	YER110C	KAP123
YER111C	SWI4	SWI4
YER111C	YER111C	SWI4
YER112W	LSM4	LSM4
YER112W	YER112W	LSM4
YER113C	TMN3	TMN3
YER113C	YER113C	TMN3
YER114C	BOI2	BOI2
YER114C	YER114C	BOI2
YER115C	SPR6	SPR6
YER115C	YER115C	SPR6
YER116C	SLX8	SLX8
YER116C	YER116C	SLX8
YER117W	RPL23B	RPL23B
YER117W	YER117W	RPL23B
YER118C	SHO1	SHO1
YER118C	YER118C	SHO1
YER119C	AVT6	AVT6
YER119C	YER119C	AVT6
YER120W	SCS2	SCS2
YER120W	YER120W	SCS2
YER121W	YER121W	NA
YER122C	GLO3	GLO3
YER122C	YER122C	GLO3
YER123W	YCK3	YCK3
YER123W	YER123W	YCK3
YER124C	DSE1	DSE1
YER124C	YER124C	DSE1
YER125W	RSP5	RSP5
YER125W	YER125W	RSP5
YER126C	NSA2	NSA2
YER126C	YER126C	NSA2
YER127W	LCP5	LCP5
YER127W	YER127W	LCP5
YER128W	VFA1	VFA1
YER128W	YER128W	VFA1
YER129W	SAK1	SAK1
YER129W	YER129W	SAK1
YER130C	COM2	COM2
YER130C	YER130C	COM2
YER131W	RPS26B	RPS26B
YER131W	YER131W	RPS26B
YER132C	PMD1	PMD1
YER132C	YER132C	PMD1
YER133W	GLC7	GLC7
YER133W	YER133W	GLC7
YER134C	YER134C	NA
YER135C	YER135C	NA
YER136W	GDI1	GDI1
YER136W	YER136W	GDI1
YER137C	YER137C	NA
YER139C	RTR1	RTR1
YER139C	YER139C	RTR1
YER140W	EMP65	EMP65
YER140W	YER140W	EMP65
YER141W	COX15	COX15
YER141W	YER141W	COX15
YER142C	MAG1	MAG1
YER142C	YER142C	MAG1
YER143W	DDI1	DDI1
YER143W	YER143W	DDI1
YER144C	UBP5	UBP5
YER144C	YER144C	UBP5
YER145C	FTR1	FTR1
YER145C	YER145C	FTR1
YER146W	LSM5	LSM5
YER146W	YER146W	LSM5
YER147C	SCC4	SCC4
YER147C	YER147C	SCC4
YER148W	SPT15	SPT15
YER148W	YER148W	SPT15
YER149C	PEA2	PEA2
YER149C	YER149C	PEA2
YER150W	SPI1	SPI1
YER150W	YER150W	SPI1
YER151C	UBP3	UBP3
YER151C	YER151C	UBP3
YER152C	YER152C	NA
YER153C	PET122	PET122
YER153C	YER153C	PET122
YER154W	OXA1	OXA1
YER154W	YER154W	OXA1
YER155C	BEM2	BEM2
YER155C	YER155C	BEM2
YER156C	MYG1	MYG1
YER156C	YER156C	MYG1
YER157W	COG3	COG3
YER157W	YER157W	COG3
YER158C	YER158C	NA
YER159C	BUR6	BUR6
YER159C	YER159C	BUR6
YER161C	SPT2	SPT2
YER161C	YER161C	SPT2
YER162C	RAD4	RAD4
YER162C	YER162C	RAD4
YER163C	GCG1	GCG1
YER163C	YER163C	GCG1
YER164W	CHD1	CHD1
YER164W	YER164W	CHD1
YER165W	PAB1	PAB1
YER165W	YER165W	PAB1
YER166W	DNF1	DNF1
YER166W	YER166W	DNF1
YER167W	BCK2	BCK2
YER167W	YER167W	BCK2
YER168C	CCA1	CCA1
YER168C	YER168C	CCA1
YER169W	RPH1	RPH1
YER169W	YER169W	RPH1
YER170W	ADK2	ADK2
YER170W	YER170W	ADK2
YER171W	RAD3	RAD3
YER171W	YER171W	RAD3
YER172C	BRR2	BRR2
YER172C	YER172C	BRR2
YER173W	RAD24	RAD24
YER173W	YER173W	RAD24
YER174C	GRX4	GRX4
YER174C	YER174C	GRX4
YER175C	TMT1	TMT1
YER175C	YER175C	TMT1
YER176W	ECM32	ECM32
YER176W	YER176W	ECM32
YER177W	BMH1	BMH1
YER177W	YER177W	BMH1
YER178W	PDA1	PDA1
YER178W	YER178W	PDA1
YER179W	DMC1	DMC1
YER179W	YER179W	DMC1
YER180C	ISC10	ISC10
YER180C	YER180C	ISC10
YER181C	YER181C	NA
YER182W	FMP10	FMP10
YER182W	YER182W	FMP10
YER183C	FAU1	FAU1
YER183C	YER183C	FAU1
YER184C	TOG1	TOG1
YER184C	YER184C	TOG1
YER185W	PUG1	PUG1
YER185W	YER185W	PUG1
YER186C	YER186C	NA
YER187W	YER187W	NA
YER188W	YER188W	NA
YER190W	YRF1-2	YRF1-2
YHL001W	RPL14B	RPL14B
YHL001W	YHL001W	RPL14B
YHL002W	HSE1	HSE1
YHL002W	YHL002W	HSE1
YHL003C	LAG1	LAG1
YHL003C	YHL003C	LAG1
YHL004W	MRP4	MRP4
YHL004W	YHL004W	MRP4
YHL005C	YHL005C	NA
YHL006C	SHU1	SHU1
YHL006C	YHL006C	SHU1
YHL007C	STE20	STE20
YHL007C	YHL007C	STE20
YHL008C	YHL008C	NA
YHL009C	YAP3	YAP3
YHL009C	YHL009C	YAP3
YHL010C	ETP1	ETP1
YHL010C	YHL010C	ETP1
YHL011C	PRS3	PRS3
YHL011C	YHL011C	PRS3
YHL012W	YHL012W	NA
YHL013C	OTU2	OTU2
YHL013C	YHL013C	OTU2
YHL014C	YHL014C	YLF2
YHL014C	YLF2	YLF2
YHL015W	RPS20	RPS20
YHL015W	YHL015W	RPS20
YHL016C	DUR3	DUR3
YHL016C	YHL016C	DUR3
YHL017W	YHL017W	NA
YHL018W	MCO14	MCO14
YHL019C	APM2	APM2
YHL019C	YHL019C	APM2
YHL020C	OPI1	OPI1
YHL020C	YHL020C	OPI1
YHL021C	AIM17	AIM17
YHL021C	YHL021C	AIM17
YHL022C	SPO11	SPO11
YHL022C	YHL022C	SPO11
YHL023C	NPR3	NPR3
YHL023C	YHL023C	NPR3
YHL024W	RIM4	RIM4
YHL024W	YHL024W	RIM4
YHL025W	SNF6	SNF6
YHL025W	YHL025W	SNF6
YHL026C	YHL026C	NA
YHL027W	RIM101	RIM101
YHL027W	YHL027W	RIM101
YHL028W	WSC4	WSC4
YHL028W	YHL028W	WSC4
YHL029C	OCA5	OCA5
YHL029C	YHL029C	OCA5
YHL030W	ECM29	ECM29
YHL030W	YHL030W	ECM29
YHL031C	GOS1	GOS1
YHL031C	YHL031C	GOS1
YHL032C	GUT1	GUT1
YHL032C	YHL032C	GUT1
YHL033C	RPL8A	RPL8A
YHL033C	YHL033C	RPL8A
YHL034C	SBP1	SBP1
YHL034C	YHL034C	SBP1
YHL035C	VMR1	VMR1
YHL035C	YHL035C	VMR1
YHL036W	MUP3	MUP3
YHL036W	YHL036W	MUP3
YHL037C	YHL037C	NA
YHL038C	CBP2	CBP2
YHL038C	YHL038C	CBP2
YHL039W	EFM1	EFM1
YHL039W	YHL039W	EFM1
